,0,1,2,3,4,5,6
56,1842410764,1836376628,0,7.0010389351267134e-06,10.555556,23.20288,53.12238
57,1842410764,1836376628,0,4.115447681181938e-06,10.555556,23.20284,53.12237
58,1842410764,1836376628,0,6.071313337628206e-06,10.555556,23.2028,53.12235
59,1842410764,1836376628,0,1.0401888817177621e-05,10.555556,23.20277,53.12233
60,1842410764,1836376628,0,1.5485427680252285e-05,10.555556,23.20274,53.1223
61,1842410764,1836376628,0,1.8893931264254568e-05,10.555556,23.20272,53.12227
62,1836376628,1842410766,0,2.195507183111163e-05,10.555556,23.20271,53.12223
63,2592723586,2592723607,0,3.0996756149801653e-06,8.611112,23.14258,53.1229
64,2592723607,303743083,0,4.015686144984709e-06,8.611112,23.14241,53.12298
65,303743083,2160795036,0,1.395810174180929e-06,8.611112,23.14227,53.12305
66,303743083,2160795036,0,6.7647541759571586e-06,8.611112,23.14167,53.12336
67,2160795036,2269444785,0,1.7050917322591427e-05,8.611112,23.14121,53.12363
68,2160795036,2269444785,0,1.7443421512659102e-05,8.611112,23.14053,53.12399
69,2160795036,2269444785,0,1.2749555939751598e-07,8.611112,23.13915,53.1247
70,2269444785,538495850,0,1.7059893585024915e-06,8.611112,23.13867,53.12495
71,2269444785,538495850,0,1.0166980906515824e-06,8.611112,23.13821,53.12519
72,538495850,2548015155,0,7.30166603008882e-06,8.611112,23.13786,53.12537
73,538495850,2548015155,0,3.5236403316720113e-06,8.611112,23.13768,53.12544
74,2548015155,2423382673,0,6.493031250381202e-06,8.611112,23.13758,53.12548
75,2548015155,2423382673,0,7.942218472570277e-06,8.611112,23.13747,53.12551
76,6413938706,6333326941,0,0.00011573818885301707,14.166667,23.09427,53.11575
77,6413938706,6333326941,0,0.0001006108519620193,14.166667,23.09394,53.11553
78,1891309684,1891309645,0,1.2716493735237799e-05,12.777778,23.14775,53.14187
79,1891309684,1899876890,0,3.446158056649138e-06,12.777778,23.14762,53.14194
80,1891309684,1899876890,0,4.7586957703510515e-06,12.777778,23.14755,53.14197
81,1891309684,1899876890,0,6.677502527706874e-06,12.777778,23.14723,53.1421
82,1891309684,1899876890,0,7.397907021820151e-06,12.777778,23.14686,53.14224
83,1891309684,1899876890,0,5.129087811257693e-06,12.777778,23.14665,53.14232
84,1891309684,1899876890,0,3.3148651789232955e-07,12.777778,23.1464,53.14243
85,1891309684,1899876890,0,9.11910385762113e-07,12.777778,23.14611,53.14257
86,1891309684,1899876890,0,7.906662902303559e-07,12.777778,23.14586,53.14269
87,1891309684,1899876890,0,1.721924136598701e-06,12.777778,23.14555,53.14284
88,1891309684,1899876890,0,3.958309271422157e-06,12.777778,23.14533,53.14295
89,1891309684,1899876890,0,5.3013626158175835e-06,12.777778,23.14513,53.14305
90,1891309684,1899876890,0,2.3265556834865507e-06,12.777778,23.14493,53.14314
91,1891309684,1899876890,0,7.853163959361229e-06,12.777778,23.14475,53.14324
92,1891309684,1899876890,0,9.330522634685563e-06,12.777778,23.14453,53.14335
93,1891309684,1899876890,0,6.389548157596619e-06,12.777778,23.1443,53.14346
94,1891309684,1899876890,0,7.061074829794275e-06,12.777778,23.1442,53.14351
95,1891309684,1899876890,0,3.314268348008946e-06,12.777778,23.14409,53.14356
96,1891309684,1899876890,0,4.133943978157125e-07,12.777778,23.14379,53.14371
97,1891309684,1899876890,0,5.495036586290429e-06,12.777778,23.14347,53.14387
98,1891309684,1899876890,0,4.2641911521310337e-07,12.777778,23.14323,53.144
99,1891309684,1899876890,0,1.572205649602694e-06,12.777778,23.14305,53.1441
100,1891309684,1899876890,0,1.0080322760945076e-06,12.777778,23.14287,53.14421
101,1891309684,1899876890,0,1.6845778970357483e-06,12.777778,23.14277,53.14427
102,1891309684,1899876890,0,8.213567966814052e-06,12.777778,23.14241,53.14449
103,1891309684,1899876890,0,3.3621203770428693e-06,12.777778,23.14217,53.14463
104,1891309684,1899876890,0,8.291513663790951e-06,12.777778,23.14185,53.14483
105,1891309684,1899876890,0,8.142231300489501e-06,12.777778,23.14154,53.14502
106,1891309684,1899876890,0,6.715211665105712e-06,12.777778,23.14129,53.14517
107,1891309684,1899876890,0,7.854076863544612e-06,12.777778,23.14102,53.14532
108,1891309684,1899876890,0,5.1053837398718915e-06,12.777778,23.1407,53.14549
109,1891309684,1899876890,0,1.969720570784047e-06,12.777778,23.14029,53.14569
110,1891309684,1899876890,0,2.690357311478406e-06,12.777778,23.14007,53.1458
111,1891309684,1899876890,0,7.79139340655684e-06,12.777778,23.13988,53.1459
112,1899876890,1899876939,0,6.501432904356249e-06,12.777778,23.13943,53.14612
113,1899876890,1899876939,0,1.2379389663796716e-05,12.777778,23.13924,53.14622
114,1899876890,1899876939,0,1.6142887407221635e-05,12.777778,23.13897,53.14636
115,1899876890,1899876939,0,6.0941178191865854e-06,12.777778,23.13825,53.14671
116,1899876890,1899876939,0,5.591549909356367e-06,12.777778,23.13779,53.14691
117,1899876890,1899876939,0,5.287634003165931e-07,12.777778,23.13766,53.14696
118,1899876939,5799127140,0,3.649926021296218e-06,12.777778,23.13744,53.14706
119,5799127140,1899121950,0,3.1615384602209124e-06,12.777778,23.13703,53.14725
120,1899121950,1899096744,0,1.0492690016136362e-05,12.777778,23.13681,53.14734
121,5799127857,1899121947,0,4.2710342645776985e-06,7.5,23.13672,53.14724
122,1899121947,5799127135,0,6.523230705132885e-06,7.5,23.13693,53.14715
123,1847044961,1847044957,0,1.6240974674144742e-05,5.0,23.15144,53.15968
124,1847044961,3890183128,0,3.1072943632706273e-06,5.0,23.1514,53.15953
125,3890183128,2629251364,0,4.372668941658206e-06,5.0,23.15135,53.1594
126,3890183128,2629251364,0,1.3433892978956967e-05,5.0,23.15132,53.15915
127,1832975577,1847044938,0,2.5971876941389984e-05,5.0,23.15133,53.159
128,2629251364,4075461271,0,1.5671244266706464e-05,5.0,23.15134,53.15887
129,2181755361,3887745533,0,1.8758262493011955e-05,4.4444447,23.16045,53.13082
130,2181755338,2181755361,0,3.2348090964873e-05,4.4444447,23.15981,53.1306
131,2181755338,2181755361,0,3.357181725741521e-05,4.4444447,23.15964,53.13054
132,2181755338,2181755361,0,2.7727303742581103e-05,4.4444447,23.15946,53.13047
133,263703258,2181755338,0,3.2416865915354024e-05,4.4444447,23.15931,53.13042
134,263703258,2181755338,0,4.0072353019368504e-05,4.4444447,23.15891,53.13028
135,263703258,2181755338,0,3.6109721320339026e-05,4.4444447,23.15856,53.13015
136,263703258,2181755338,0,3.185000650967594e-05,4.4444447,23.15835,53.13007
137,263703258,2181755338,0,3.187567091194288e-05,4.4444447,23.15827,53.13004
138,263703258,2181755338,0,4.6258926559627434e-05,4.4444447,23.15813,53.13
139,263703258,2181755338,0,4.6083330655073565e-05,4.4444447,23.15808,53.12998
140,258013796,258382941,0,5.568611102476342e-05,4.4444447,23.15766,53.12983
141,258013796,258382941,0,5.908712719323392e-05,4.4444447,23.15749,53.12977
142,258013796,258382941,0,3.083452626509133e-05,4.4444447,23.15734,53.12975
143,258013796,258382941,0,2.47250558518219e-05,4.4444447,23.15723,53.12972
144,258382941,2181755273,0,2.2456979567709346e-05,4.4444447,23.15704,53.12966
145,322526390,260019716,0,5.27425681352847e-06,5.833333499999999,23.17043,53.13299
146,322526390,322526393,0,2.3799785031615055e-05,5.833333499999999,23.17056,53.13305
147,322526390,322526393,0,3.1025135963431535e-05,5.833333499999999,23.17068,53.13311
148,322526393,260019716,0,3.994978655300625e-05,5.8333335,23.17072,53.13317
149,322526393,260019716,0,7.012312372632184e-06,5.8333335,23.1711,53.13336
150,260019726,322526393,0,1.1867310295807639e-05,5.8333335,23.1714,53.1335
151,260019726,322526393,0,4.705194830338483e-06,5.8333335,23.17166,53.13361
152,260019726,322526393,0,1.0628905971522138e-06,5.8333335,23.17174,53.13364
153,260019726,322526393,0,8.220899321847343e-07,5.833333499999999,23.1719,53.1337
154,2308353463,260019726,0,4.28601876901005e-06,5.833333499999999,23.17199,53.13373
155,9224916265,277320066,0,1.575619612885658e-05,6.9444447,23.15733,53.14566
156,2229796380,277320066,0,3.2118888020248765e-05,6.9444447,23.15758,53.14566
157,2183482900,11112135399,0,0.012878453733661463,13.055556,23.24133,53.12566
158,2183482900,11112135399,0,0.01270159204864106,13.055556,23.24114,53.12567
159,2183482900,11112135399,0,0.012570409721644955,13.055556,23.241,53.12568
160,2183482900,11112135399,0,0.012439427662481371,13.055556,23.24086,53.12569
161,2183482900,11112135399,0,0.01223216532630515,13.055556,23.24064,53.12571
162,2183482900,11112135399,0,0.012038760009654086,13.055556,23.24043,53.12572
163,2183482900,11112135399,0,0.011975886462806286,13.055556,23.24036,53.12572
164,2183482900,11112135399,0,0.011899697667170245,13.055556,23.24028,53.12573
165,2183482900,11112135399,0,0.011778805651255664,13.055556,23.24015,53.12574
166,2183482900,11112135399,0,0.011640263079933528,13.055556,23.24,53.12575
167,2183482900,11112135399,0,0.01156000184126545,13.055556,23.23991,53.12575
168,2183482900,11112135399,0,0.011310838190428534,13.055556,23.23964,53.12577
169,2183482900,11112135399,0,0.011164525272938212,13.055556,23.23948,53.12578
170,2183482900,11112135399,0,0.010908232880264414,13.055556,23.2392,53.1258
171,2183482900,11112135399,0,0.010626964315838662,13.055556,23.23889,53.12582
172,2183482900,11112135399,0,0.01040811618738406,13.055556,23.23865,53.12584
173,2183482900,11112135399,0,0.010347376313349668,13.055556,23.23858,53.12584
174,2183482900,11112135399,0,0.010129872090507298,13.055556,23.23834,53.12586
175,2183482900,11112135399,0,0.009978595821560606,13.055556,23.23817,53.12587
176,2183482900,11112135399,0,0.009853564561619482,13.055556,23.23803,53.12588
177,2183482900,11112135399,0,0.009686434048195703,13.055556,23.23784,53.12589
178,2183482900,11112135399,0,0.009579361177553994,13.055556,23.23772,53.1259
179,2183482900,11112135399,0,0.009481045014663637,13.055556,23.23761,53.12591
180,2183482900,11112135399,0,0.009021464214307627,13.055556,23.23708,53.12594
181,2183482900,11112135399,0,0.008531878958942833,13.055556,23.23651,53.12598
182,2183482900,11112135399,0,0.008421141049171304,13.055556,23.23638,53.12599
183,2183482900,11112135399,0,0.008318964633299624,13.055556,23.23626,53.126
184,2183482900,11112135399,0,0.00816176712299844,13.055556,23.23607,53.12601
185,2183482900,11112135399,0,0.007853191234780257,13.055556,23.2357,53.12604
186,2183482900,11112135399,0,0.007609910418001138,13.055556,23.2354,53.12606
187,2183482900,11112135399,0,0.007452255267370158,13.055556,23.2352,53.12607
188,1748312127,1846561118,0,0.007029520809414632,13.055556,23.23471,53.12609
189,1748312127,1846561118,0,0.006585460561721523,13.055556,23.23425,53.12609
190,1748312127,1846561118,0,0.006236708170982286,13.055556,23.23389,53.12608
191,1748312127,1846561118,0,0.006108379556806828,13.055556,23.23375,53.1261
192,1748312127,1846561118,0,0.006012818042317448,13.055556000000001,23.23365,53.1261
193,1748312127,1846561118,0,0.005790521117307597,13.055556000000001,23.23342,53.12609
194,1748312127,1846561118,0,0.0053352132862710695,13.055556,23.23295,53.12606
195,1748312127,1846561118,0,0.004926247741435744,13.055556,23.23253,53.12602
196,1748312127,1846561118,0,0.004778714974759484,13.055556,23.23238,53.126
197,2181755497,2466608911,0,4.215307893170165e-05,13.888889,23.16403,53.1319
198,2181755497,2466608911,0,7.81959228946624e-06,13.888889,23.16413,53.13187
199,2181755497,2466608911,0,3.9174954107796443e-07,13.888889,23.16431,53.13187
200,2181755497,2466608911,0,7.5171725812207615e-06,13.888889,23.16451,53.13187
201,2597085765,2262688481,0,4.62672364327059e-06,5.8333335,23.15162,53.13357
202,2262688481,2597085765,0,4.513557482453109e-06,5.8333335,23.15176,53.13387
203,2597085765,2211840434,0,4.2428187780070266e-06,5.8333335,23.15197,53.13432
204,1214807287,2560788748,0,1.886317237172342e-05,10.555556,23.1521,53.12787
205,1214807287,2560788748,0,1.694946663142037e-05,10.555556,23.15194,53.12779
206,1214807287,2560788748,0,2.019754872392056e-05,10.555556,23.15178,53.1277
207,1214807287,2560788748,0,2.897689823052233e-05,10.555556,23.15164,53.12761
208,1214807287,2560788748,0,3.125365298675718e-05,10.555556,23.1515,53.12752
209,2560788748,5250492102,0,1.8522659045913718e-05,10.555556,23.15136,53.12742
210,2560788748,1669483905,0,2.9415216850440493e-05,10.555556,23.15122,53.12731
211,2560788748,1669483905,0,2.4059818781361015e-05,10.555556,23.15112,53.12723
212,2560788748,1669483905,0,1.4942539208078004e-05,10.555556,23.15099,53.12712
213,1669483905,2547897527,0,4.496487542906267e-06,10.555556,23.15089,53.12704
214,2547897527,2219804456,0,9.553329034269821e-06,10.555556,23.15079,53.12693
215,2547897527,2219804456,0,1.528233436107016e-05,10.555556,23.15046,53.12653
216,2547897527,2219804456,0,1.0821435896886762e-05,10.555556,23.15028,53.1263
217,2219804456,954899852,0,1.5024960632330696e-06,10.555556,23.15016,53.12614
218,954899885,954899860,0,3.196158230612555e-05,9.722222,23.14604,53.12132
219,954899885,2219823564,0,1.0515658338321163e-05,9.722222,23.14574,53.12146
220,954899885,2219823564,0,3.526537063797429e-07,9.722222,23.14546,53.12158
221,954899885,2219823564,0,8.242698666603037e-07,9.722222,23.14525,53.12166
222,2219823564,2592723586,0,3.846221514966038e-06,9.722222,23.14478,53.12184
223,2219823564,2592723586,0,7.732667190651499e-07,9.722222,23.14467,53.12188
224,2219823564,2592723586,0,2.6122629774230767e-06,9.722222,23.14441,53.12199
225,2219823564,2592723586,0,1.5173275401747535e-06,9.722222,23.14424,53.12207
226,2219823564,2592723586,0,2.0962789198837294e-06,9.722222,23.14396,53.12221
227,2219823564,2592723586,0,2.416457359175416e-06,9.722222,23.1432,53.1226
228,2219823564,2592723586,0,2.998319663496836e-06,9.722222,23.14279,53.1228
229,2312081343,5832625291,0,5.164187627566894e-06,5.277777999999999,23.08911,53.12201
230,5832625291,2312081343,0,3.6686586652867054e-06,5.277777999999999,23.08925,53.12203
231,2312081343,5832625291,0,1.481591680161091e-05,5.277777999999999,23.08946,53.12205
232,2312081343,5832625291,0,1.5875919006561937e-05,5.277777999999999,23.08964,53.12206
233,5832625289,5832625291,0,7.606908230245207e-06,5.277777999999999,23.08982,53.12208
234,5832625289,5832625291,0,2.0094098439416677e-05,5.277777999999999,23.08995,53.1221
235,5832625289,5832625290,0,2.227256994375096e-05,5.277778,23.09014,53.12213
236,5832625289,5832625290,0,1.9347939934920518e-05,5.277778,23.09016,53.1221
237,5832625290,3245093838,0,1.4228648643984404e-05,5.277778,23.09019,53.12207
238,5832625290,3245093838,0,9.943609678104253e-06,5.277778,23.09024,53.12204
239,3245093838,3245093841,0,8.54193178143866e-06,5.277778,23.0903,53.12202
240,3245093838,3245093841,0,5.336111898386328e-06,5.277778,23.09036,53.12201
241,3245093838,3245093841,0,9.320201014584327e-06,5.277778,23.09042,53.12201
242,3245093838,3245093841,0,8.546442109521172e-06,5.277778,23.0905,53.12202
243,3245093838,3245093841,0,8.387508550110354e-06,5.277778,23.09054,53.12203
244,3245093833,2284375223,0,6.605803981290832e-06,5.277778,23.09058,53.12205
245,3245093838,3245093841,0,1.0954101740764433e-05,5.277778,23.09062,53.12207
246,3245093838,3245093841,0,2.7581911085847937e-06,5.277778,23.09068,53.12212
247,3245093841,5139929819,0,7.324437428504244e-07,5.277778,23.0907,53.12216
248,1897908792,508569389,0,1.3224505476845977e-05,11.111112,23.21792,53.1231
249,1897908802,508569389,0,2.6816552271131433e-05,11.111112,23.21806,53.12311
250,1897908792,1897908802,0,3.0886491656910804e-05,11.111112,23.21923,53.1232
251,1848555867,1897908802,0,8.936458258355076e-07,11.111112,23.22149,53.12337
252,1848555891,1848555867,0,9.035809762599996e-07,11.111112,23.222,53.12341
253,1848555891,1848555867,0,2.806398878712521e-06,11.111112,23.22213,53.12342
254,1848555891,1848555867,0,4.139234213519498e-06,11.111112,23.22238,53.12344
255,1848555867,1848555891,0,2.9759551787198516e-06,11.111112,23.22261,53.12345
256,1848555867,1848555891,0,2.5532992564570836e-06,11.111112,23.22296,53.12348
257,1848555867,1848555891,0,4.286498939493379e-06,11.111112,23.22308,53.12349
258,1848555891,1848555867,0,5.322094146662629e-06,11.111112,23.22321,53.1235
259,1848555891,299849007,0,5.625019322672573e-06,11.111112,23.22422,53.12357
260,1848555891,299849007,0,4.5885716751819124e-06,11.111112,23.22437,53.12358
261,299849007,1848555891,0,4.99794245360591e-07,11.111112,23.22497,53.12363
262,299849007,1848555891,0,4.853011389806477e-06,11.111112,23.22543,53.12369
263,1848555891,299849007,0,7.047851524218224e-06,11.111112,23.22579,53.12375
264,2770808885,299849007,0,5.244101338834134e-06,11.111112,23.22619,53.12383
265,299849007,1846561118,0,2.479086592074794e-05,11.111112,23.22657,53.12392
266,299849007,1846561118,0,2.360268187509623e-05,11.111112,23.22673,53.12396
267,299849007,1846561118,0,3.297397322418415e-05,11.111112,23.22697,53.12403
268,299849007,1846561118,0,3.3451838383145766e-05,11.111112,23.22724,53.12411
269,299849007,1846561118,0,3.342205455167969e-05,11.111112,23.22754,53.12421
270,1846561118,1748312127,0,2.1949955478260794e-05,11.111112,23.22786,53.12433
271,1748312127,1846561118,0,6.891515402091709e-05,11.111112,23.22795,53.12437
272,1748312127,1846561118,0,0.00033932699568674365,11.111112,23.22821,53.12447
273,1748312127,1846561118,0,0.0004466573742831114,11.111112,23.22831,53.12451
274,1748312127,1846561118,0,0.0007825118593350807,11.111112,23.22862,53.12464
275,1748312127,1846561118,0,0.001329833376782345,11.111112,23.22913,53.12484
276,1748312127,1846561118,0,0.0015714518159987477,11.111112,23.22935,53.12494
277,1748312127,1846561118,0,0.0019390948429624836,11.111112,23.22969,53.12508
278,1748312127,1846561118,0,0.002109801130439143,11.111112,23.22985,53.12514
279,1748312127,1846561118,0,0.0021689773650273,11.111112,23.22991,53.12515
280,1748312127,1846561118,0,0.0022412957881554198,11.111112,23.22998,53.12517
281,1748312127,1846561118,0,0.0023043912015985367,11.111112,23.23004,53.12519
282,1748312127,1846561118,0,0.002380540444941107,11.111112,23.23011,53.12522
283,1748312127,1846561118,0,0.0024566902144977586,11.111112,23.23018,53.12525
284,1748312127,1846561118,0,0.002532840462801498,11.111112,23.23025,53.12528
285,1748312127,1846561118,0,0.0025997505284158554,11.111112,23.23031,53.12531
286,1748312127,1846561118,0,0.0026574410266291177,11.111112,23.23036,53.12534
287,1748312127,1846561118,0,0.0026928440003098223,11.111112,23.23039,53.12536
288,1748312127,1846561118,0,0.0027413804569964995,11.111112,23.23043,53.12539
289,1748312127,1846561118,0,0.002838605786297261,11.111112,23.23051,53.12545
290,1748312127,1846561118,0,0.002897634347187027,11.111112,23.23057,53.12546
291,1748312127,1846561118,0,0.0029383367421037905,11.111112,23.23061,53.12547
292,1748312127,1846561118,0,0.002982980189341942,11.111112,23.23065,53.12549
293,1748312127,1846561118,0,0.0030184411224999045,11.111112,23.23068,53.12551
294,1748312127,1846561118,0,0.0030487506965969245,11.111112,23.2307,53.12554
295,1748312127,1846561118,0,0.0030700558317405856,11.111112,23.23071,53.12557
296,1748312127,1846561118,0,0.0030824459135551274,11.111112,23.23071,53.1256
297,1748312127,1846561118,0,0.003086028322942178,11.111112,23.2307,53.12563
298,1748312127,1846561118,0,0.003080931159570483,11.111112,23.23068,53.12566
299,1748312127,1846561118,0,0.003062835420001668,11.111112,23.23065,53.12568
300,1748312127,1846561118,0,0.0030361575733159653,11.111112,23.23061,53.1257
301,1748312127,1846561118,0,0.0030141112802946064,11.111112,23.23058,53.12571
302,313979654,258383069,0,8.77451703241851e-06,6.111111,23.13961,53.13406
303,258383065,258383069,0,9.597510467590205e-07,6.111111,23.14025,53.13394
304,712626212,258383065,0,1.5202927083939817e-05,6.111111,23.1421,53.13362
305,712626212,258383065,0,9.923449504996e-06,6.111111,23.1423,53.13359
306,712626212,258383065,0,4.07805285108409e-06,6.111111,23.14261,53.13357
307,712626212,258383065,0,2.673906187673297e-07,6.111111,23.14274,53.13357
308,712626212,258383065,0,1.0222766446156518e-05,6.111111,23.14298,53.13361
309,712626212,258383065,0,1.27003909362107e-05,6.111111,23.14321,53.13365
310,258383065,712626212,0,1.0022628831285183e-05,6.111111,23.14413,53.13383
311,712626212,258383065,0,1.1219809405232453e-05,6.111111,23.14448,53.1339
312,712626212,258383065,0,3.78513875050243e-06,6.111111,23.14472,53.13394
313,258383065,712626212,0,1.53681315193518e-05,6.111111,23.14537,53.13408
314,2671451367,712626212,0,1.2097656010954054e-05,6.111111,23.14602,53.13422
315,2888184671,2888184672,0,7.793492238695911e-06,5.8333335,23.07699,53.12874
316,443192515,3527119049,0,1.5036211560404506e-05,5.8333335,23.07698,53.12847
317,443192515,3527119049,0,3.611988239817257e-05,5.8333335,23.07696,53.12819
318,6700257333,415415706,0,2.9834064273427568e-06,6.388889,23.14641,53.1095
319,5593090359,415415706,0,9.581329441715419e-06,6.388889,23.14648,53.10963
320,415415706,5593090359,0,1.5725671798903344e-05,6.388889,23.14653,53.10972
321,5593090359,415415706,0,1.1438000276941037e-05,6.388889,23.14665,53.10998
322,5593090359,415415706,0,1.7218880686040157e-05,6.388889,23.14669,53.11005
323,5593090359,415415706,0,5.173534374739002e-06,6.388889,23.14678,53.11026
324,5593090359,415415706,0,6.264895293005957e-06,6.388889,23.14696,53.11065
325,5593090359,415415706,0,5.955858444744786e-06,6.388889,23.14699,53.11071
326,415415706,5593090359,0,3.5451717487833343e-06,6.388889,23.14709,53.11091
327,415415706,5593090359,0,2.187085991907221e-06,6.388889,23.14714,53.11101
328,415415706,5593090359,0,2.6231646407480476e-06,6.388889,23.1472,53.11112
329,415415706,5593090359,0,1.935184914727387e-06,6.388889,23.14723,53.11116
330,415415706,5593090359,0,4.7026086565960306e-06,6.388889,23.14729,53.11119
331,415415706,5593090359,0,6.598865218713694e-06,6.388889,23.14736,53.11122
332,5593090359,415415706,0,2.36229629236371e-06,6.388889,23.1477,53.11128
333,5593090359,6989830877,0,8.351710401805737e-06,6.388889,23.14794,53.11133
334,277454614,277320012,0,1.8250244569722367e-05,6.9444447,23.12097,53.13738
335,277320012,260019850,0,3.861798392994538e-06,6.9444447,23.12155,53.13731
336,998471447,288795031,0,1.6998878040822388e-05,8.888889,23.14548,53.11524
337,288795031,2466608934,0,1.792040873530586e-05,8.888889,23.14553,53.11517
338,288795031,2466608934,0,2.6174898027094077e-05,8.888889,23.14576,53.11486
339,288795031,2466608934,0,2.3742803895364045e-05,8.888889,23.14614,53.11432
340,288795031,2466608934,0,2.651785345170423e-05,8.888889,23.14642,53.11393
341,288795031,2466608934,0,2.1096332344496795e-05,8.888889,23.14665,53.1136
342,288795031,2466608934,0,1.8347681847717274e-05,8.888889,23.14669,53.11354
343,288795031,2466608934,0,1.225293253898677e-05,8.888889,23.14695,53.11317
344,2466608934,257899935,0,2.3780445464545587e-05,8.888889,23.14708,53.11299
345,2466608934,257899935,0,3.1629831160222704e-05,8.888889,23.14717,53.11285
346,2466608934,257899935,0,9.727815255609063e-06,8.888889,23.14722,53.1127
347,2256095810,683713939,0,2.0598382085314578e-05,4.7222223,23.13998,53.13566
348,3899369263,683713939,0,1.0183227793158357e-05,4.7222223,23.13993,53.13557
349,683713939,313979654,0,2.1337494824211204e-06,4.7222223,23.13988,53.13547
350,683713939,313979654,0,5.671593418988214e-06,4.7222223,23.13983,53.13536
351,683713939,313979654,0,1.472175094341178e-05,4.7222223,23.13973,53.13512
